Modul_ID|Modul_Name|Scenario_ID|Tester_POV|Test_Description|Expected_Result|Test_Type
10|Jurnal - Laporan Jurnal|SCN-0496|Manajer Keuangan|Sebagai Manajer Keuangan, saya mengosongkan kolom wajib (NULL) pada form Laporan Jurnal.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
10|Jurnal - Laporan Jurnal|SCN-0497|Direktur|Sebagai Direktur, saya mencoba menghapus Filter Akun yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
10|Jurnal - Laporan Jurnal|SCN-0498|Staff Gudang|Sebagai Staff Gudang, saya memasukkan angka ekstrem/negatif pada field nominal di Laporan Jurnal.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
10|Jurnal - Laporan Jurnal|SCN-0499|Staff Pembelian|Sebagai Staff Pembelian dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Total Debit.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
10|Jurnal - Laporan Jurnal|SCN-0500|Admin IT|Sebagai Admin IT, saya mencoba menyisipkan data duplikat untuk Data Jutaan Baris yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data Data Jutaan Baris Sudah Ada".|Negative
11|Jurnal - Kunci Transaksi|SCN-0501|Direktur|Sebagai Direktur, saya ingin mengekspor/mencetak dokumen Tolak Input ke format PDF/CSV.|Sistem mengunduh file Tolak Input yang dapat dibaca jelas tanpa format yang rusak.|Positive
11|Jurnal - Kunci Transaksi|SCN-0502|Auditor|Sebagai Auditor, saya memfilter tabel Jurnal - Kunci Transaksi menggunakan parameter Tutup Buku.|Sistem hanya menampilkan baris data yang relevan dengan Tutup Buku.|Positive
11|Jurnal - Kunci Transaksi|SCN-0503|Auditor|Sebagai Auditor, saya melakukan klik pada Tutup Buku untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Tutup Buku sesuai otorisasi saya.|Positive
11|Jurnal - Kunci Transaksi|SCN-0504|Staff Pajak|Sebagai Staff Pajak, saya memperbarui data Tutup Buku yang sudah ada di modul Jurnal - Kunci Transaksi.|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
11|Jurnal - Kunci Transaksi|SCN-0505|Kasir|Sebagai Kasir, saya menyetujui Kunci Periode untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Kunci Periode tanpa error dan data tersimpan ke database.|Positive
11|Jurnal - Kunci Transaksi|SCN-0506|Admin IT|Sebagai Admin IT, saya ingin mengekspor/mencetak dokumen Tolak Input ke format PDF/CSV.|Sistem mengunduh file Tolak Input yang dapat dibaca jelas tanpa format yang rusak.|Positive
11|Jurnal - Kunci Transaksi|SCN-0507|Auditor|Sebagai Auditor, saya memfilter tabel Jurnal - Kunci Transaksi menggunakan parameter Batas Tanggal.|Sistem hanya menampilkan baris data yang relevan dengan Batas Tanggal.|Positive
11|Jurnal - Kunci Transaksi|SCN-0508|Direktur|Sebagai Direktur, saya melakukan klik pada Kunci Periode untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Kunci Periode sesuai otorisasi saya.|Positive
11|Jurnal - Kunci Transaksi|SCN-0509|Staff Penagihan|Sebagai Staff Penagihan, saya memperbarui data Batas Tanggal yang sudah ada di modul Jurnal - Kunci Transaksi.|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
11|Jurnal - Kunci Transaksi|SCN-0510|Staff Pajak|Sebagai Staff Pajak, saya mengedit Tolak Input untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Tolak Input tanpa error dan data tersimpan ke database.|Positive
11|Jurnal - Kunci Transaksi|SCN-0511|Kasir|Sebagai Kasir, saya ingin mengekspor/mencetak dokumen Kunci Periode ke format PDF/CSV.|Sistem mengunduh file Kunci Periode yang dapat dibaca jelas tanpa format yang rusak.|Positive
11|Jurnal - Kunci Transaksi|SCN-0512|Kasir|Sebagai Kasir, saya memfilter tabel Jurnal - Kunci Transaksi menggunakan parameter Kunci Periode.|Sistem hanya menampilkan baris data yang relevan dengan Kunci Periode.|Positive
11|Jurnal - Kunci Transaksi|SCN-0513|Staff Pembelian|Sebagai Staff Pembelian, saya melakukan klik pada Batas Tanggal untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Batas Tanggal sesuai otorisasi saya.|Positive
11|Jurnal - Kunci Transaksi|SCN-0514|Admin IT|Sebagai Admin IT, saya memperbarui data Tutup Buku yang sudah ada di modul Jurnal - Kunci Transaksi.|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
11|Jurnal - Kunci Transaksi|SCN-0515|Staff Pajak|Sebagai Staff Pajak, saya menyetujui Tutup Buku untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Tutup Buku tanpa error dan data tersimpan ke database.|Positive
11|Jurnal - Kunci Transaksi|SCN-0516|Staff Gudang|Sebagai Staff Gudang, saya ingin mengekspor/mencetak dokumen Tutup Buku ke format PDF/CSV.|Sistem mengunduh file Tutup Buku yang dapat dibaca jelas tanpa format yang rusak.|Positive
11|Jurnal - Kunci Transaksi|SCN-0517|Direktur|Sebagai Direktur, saya memfilter tabel Jurnal - Kunci Transaksi menggunakan parameter Penguncian Akhir Bulan.|Sistem hanya menampilkan baris data yang relevan dengan Penguncian Akhir Bulan.|Positive
11|Jurnal - Kunci Transaksi|SCN-0518|Staff Gudang|Sebagai Staff Gudang, saya melakukan klik pada Tolak Input untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Tolak Input sesuai otorisasi saya.|Positive
11|Jurnal - Kunci Transaksi|SCN-0519|Akuntan|Sebagai Akuntan, saya memperbarui data Penguncian Akhir Bulan yang sudah ada di modul Jurnal - Kunci Transaksi.|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
11|Jurnal - Kunci Transaksi|SCN-0520|Staff Penagihan|Sebagai Staff Penagihan, saya mencetak Tolak Input untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Tolak Input tanpa error dan data tersimpan ke database.|Positive
11|Jurnal - Kunci Transaksi|SCN-0521|Staff Pajak|Sebagai Staff Pajak, saya ingin mengekspor/mencetak dokumen Batas Tanggal ke format PDF/CSV.|Sistem mengunduh file Batas Tanggal yang dapat dibaca jelas tanpa format yang rusak.|Positive
11|Jurnal - Kunci Transaksi|SCN-0522|Kasir|Sebagai Kasir, saya memfilter tabel Jurnal - Kunci Transaksi menggunakan parameter Tolak Input.|Sistem hanya menampilkan baris data yang relevan dengan Tolak Input.|Positive
11|Jurnal - Kunci Transaksi|SCN-0523|Staff Pajak|Sebagai Staff Pajak, saya melakukan klik pada Tolak Input untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Tolak Input sesuai otorisasi saya.|Positive
11|Jurnal - Kunci Transaksi|SCN-0524|Kasir|Sebagai Kasir, saya memperbarui data Kunci Periode yang sudah ada di modul Jurnal - Kunci Transaksi.|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
11|Jurnal - Kunci Transaksi|SCN-0525|Staff Penagihan|Sebagai Staff Penagihan, saya menghapus Kunci Periode untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Kunci Periode tanpa error dan data tersimpan ke database.|Positive
11|Jurnal - Kunci Transaksi|SCN-0526|Staff Penagihan|Sebagai Staff Penagihan, saya mengosongkan kolom wajib (NULL) pada form Tutup Buku.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
11|Jurnal - Kunci Transaksi|SCN-0527|Akuntan|Sebagai Akuntan, saya mencoba menghapus Tolak Input yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
11|Jurnal - Kunci Transaksi|SCN-0528|Staff Penagihan|Sebagai Staff Penagihan, saya memasukkan angka ekstrem/negatif pada field nominal di Kunci Periode.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
11|Jurnal - Kunci Transaksi|SCN-0529|Direktur|Sebagai Direktur dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Penguncian Akhir Bulan.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
11|Jurnal - Kunci Transaksi|SCN-0530|Staff Pembelian|Sebagai Staff Pembelian, saya mencoba menyisipkan data duplikat untuk Tutup Buku yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data Tutup Buku Sudah Ada".|Negative
11|Jurnal - Kunci Transaksi|SCN-0531|Direktur|Sebagai Direktur, saya mengosongkan kolom wajib (NULL) pada form Kunci Periode.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
11|Jurnal - Kunci Transaksi|SCN-0532|Staff Pajak|Sebagai Staff Pajak, saya mencoba menghapus Kunci Periode yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
11|Jurnal - Kunci Transaksi|SCN-0533|Admin IT|Sebagai Admin IT, saya memasukkan angka ekstrem/negatif pada field nominal di Batas Tanggal.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
11|Jurnal - Kunci Transaksi|SCN-0534|Auditor|Sebagai Auditor dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Batas Tanggal.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
11|Jurnal - Kunci Transaksi|SCN-0535|Staff Pajak|Sebagai Staff Pajak, saya mencoba menyisipkan data duplikat untuk Tolak Input yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data Tolak Input Sudah Ada".|Negative
11|Jurnal - Kunci Transaksi|SCN-0536|Auditor|Sebagai Auditor, saya mengosongkan kolom wajib (NULL) pada form Batas Tanggal.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
11|Jurnal - Kunci Transaksi|SCN-0537|Direktur|Sebagai Direktur, saya mencoba menghapus Tolak Input yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
11|Jurnal - Kunci Transaksi|SCN-0538|Manajer Keuangan|Sebagai Manajer Keuangan, saya memasukkan angka ekstrem/negatif pada field nominal di Penguncian Akhir Bulan.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
11|Jurnal - Kunci Transaksi|SCN-0539|Staff Gudang|Sebagai Staff Gudang dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Penguncian Akhir Bulan.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
11|Jurnal - Kunci Transaksi|SCN-0540|Staff Pajak|Sebagai Staff Pajak, saya mencoba menyisipkan data duplikat untuk Batas Tanggal yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data Batas Tanggal Sudah Ada".|Negative
11|Jurnal - Kunci Transaksi|SCN-0541|Akuntan|Sebagai Akuntan, saya mengosongkan kolom wajib (NULL) pada form Tutup Buku.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
11|Jurnal - Kunci Transaksi|SCN-0542|Staff Penagihan|Sebagai Staff Penagihan, saya mencoba menghapus Penguncian Akhir Bulan yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
11|Jurnal - Kunci Transaksi|SCN-0543|Auditor|Sebagai Auditor, saya memasukkan angka ekstrem/negatif pada field nominal di Kunci Periode.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
11|Jurnal - Kunci Transaksi|SCN-0544|Staff Gudang|Sebagai Staff Gudang dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Penguncian Akhir Bulan.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
11|Jurnal - Kunci Transaksi|SCN-0545|Akuntan|Sebagai Akuntan, saya mencoba menyisipkan data duplikat untuk Kunci Periode yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data Kunci Periode Sudah Ada".|Negative
11|Jurnal - Kunci Transaksi|SCN-0546|Akuntan|Sebagai Akuntan, saya mengosongkan kolom wajib (NULL) pada form Batas Tanggal.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
11|Jurnal - Kunci Transaksi|SCN-0547|Admin IT|Sebagai Admin IT, saya mencoba menghapus Batas Tanggal yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
11|Jurnal - Kunci Transaksi|SCN-0548|Manajer Keuangan|Sebagai Manajer Keuangan, saya memasukkan angka ekstrem/negatif pada field nominal di Tolak Input.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
11|Jurnal - Kunci Transaksi|SCN-0549|Manajer Keuangan|Sebagai Manajer Keuangan dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Tolak Input.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
11|Jurnal - Kunci Transaksi|SCN-0550|Manajer Keuangan|Sebagai Manajer Keuangan, saya mencoba menyisipkan data duplikat untuk Tolak Input yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data Tolak Input Sudah Ada".|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0551|Akuntan|Sebagai Akuntan, saya ingin mengekspor/mencetak dokumen Revisi Audit ke format PDF/CSV.|Sistem mengunduh file Revisi Audit yang dapat dibaca jelas tanpa format yang rusak.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0552|Admin IT|Sebagai Admin IT, saya memfilter tabel Jurnal - Buka Kunci Transaksi menggunakan parameter Audit Trail.|Sistem hanya menampilkan baris data yang relevan dengan Audit Trail.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0553|Akuntan|Sebagai Akuntan, saya melakukan klik pada Audit Trail untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Audit Trail sesuai otorisasi saya.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0554|Auditor|Sebagai Auditor, saya memperbarui data Buka Kunci yang sudah ada di modul Jurnal - Buka Kunci Transaksi.|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0555|Auditor|Sebagai Auditor, saya mengekspor Buka Kunci untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Buka Kunci tanpa error dan data tersimpan ke database.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0556|Auditor|Sebagai Auditor, saya ingin mengekspor/mencetak dokumen Buka Periode ke format PDF/CSV.|Sistem mengunduh file Buka Periode yang dapat dibaca jelas tanpa format yang rusak.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0557|Staff Penagihan|Sebagai Staff Penagihan, saya memfilter tabel Jurnal - Buka Kunci Transaksi menggunakan parameter Buka Periode.|Sistem hanya menampilkan baris data yang relevan dengan Buka Periode.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0558|Staff Penagihan|Sebagai Staff Penagihan, saya melakukan klik pada Audit Trail untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Audit Trail sesuai otorisasi saya.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0559|Akuntan|Sebagai Akuntan, saya memperbarui data Revisi Audit yang sudah ada di modul Jurnal - Buka Kunci Transaksi.|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0560|Auditor|Sebagai Auditor, saya mengekspor Revisi Audit untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Revisi Audit tanpa error dan data tersimpan ke database.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0561|Kasir|Sebagai Kasir, saya ingin mengekspor/mencetak dokumen Audit Trail ke format PDF/CSV.|Sistem mengunduh file Audit Trail yang dapat dibaca jelas tanpa format yang rusak.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0562|Kasir|Sebagai Kasir, saya memfilter tabel Jurnal - Buka Kunci Transaksi menggunakan parameter Buka Kunci.|Sistem hanya menampilkan baris data yang relevan dengan Buka Kunci.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0563|Akuntan|Sebagai Akuntan, saya melakukan klik pada Buka Periode untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Buka Periode sesuai otorisasi saya.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0564|Kasir|Sebagai Kasir, saya memperbarui data Super Admin yang sudah ada di modul Jurnal - Buka Kunci Transaksi.|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0565|Manajer Keuangan|Sebagai Manajer Keuangan, saya mengunci Buka Kunci untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Buka Kunci tanpa error dan data tersimpan ke database.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0566|Staff Gudang|Sebagai Staff Gudang, saya ingin mengekspor/mencetak dokumen Audit Trail ke format PDF/CSV.|Sistem mengunduh file Audit Trail yang dapat dibaca jelas tanpa format yang rusak.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0567|Staff Gudang|Sebagai Staff Gudang, saya memfilter tabel Jurnal - Buka Kunci Transaksi menggunakan parameter Audit Trail.|Sistem hanya menampilkan baris data yang relevan dengan Audit Trail.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0568|Admin IT|Sebagai Admin IT, saya melakukan klik pada Audit Trail untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Audit Trail sesuai otorisasi saya.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0569|Auditor|Sebagai Auditor, saya memperbarui data Audit Trail yang sudah ada di modul Jurnal - Buka Kunci Transaksi.|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0570|Akuntan|Sebagai Akuntan, saya memfilter Audit Trail untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Audit Trail tanpa error dan data tersimpan ke database.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0571|Staff Pajak|Sebagai Staff Pajak, saya ingin mengekspor/mencetak dokumen Buka Kunci ke format PDF/CSV.|Sistem mengunduh file Buka Kunci yang dapat dibaca jelas tanpa format yang rusak.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0572|Kasir|Sebagai Kasir, saya memfilter tabel Jurnal - Buka Kunci Transaksi menggunakan parameter Buka Kunci.|Sistem hanya menampilkan baris data yang relevan dengan Buka Kunci.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0573|Staff Gudang|Sebagai Staff Gudang, saya melakukan klik pada Buka Kunci untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Buka Kunci sesuai otorisasi saya.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0574|Admin IT|Sebagai Admin IT, saya memperbarui data Buka Kunci yang sudah ada di modul Jurnal - Buka Kunci Transaksi.|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0575|Auditor|Sebagai Auditor, saya mengedit Audit Trail untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Audit Trail tanpa error dan data tersimpan ke database.|Positive
12|Jurnal - Buka Kunci Transaksi|SCN-0576|Manajer Keuangan|Sebagai Manajer Keuangan, saya mengosongkan kolom wajib (NULL) pada form Super Admin.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0577|Direktur|Sebagai Direktur, saya mencoba menghapus Buka Kunci yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0578|Staff Pajak|Sebagai Staff Pajak, saya memasukkan angka ekstrem/negatif pada field nominal di Audit Trail.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0579|Staff Gudang|Sebagai Staff Gudang dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Audit Trail.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0580|Auditor|Sebagai Auditor, saya mencoba menyisipkan data duplikat untuk Super Admin yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data Super Admin Sudah Ada".|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0581|Auditor|Sebagai Auditor, saya mengosongkan kolom wajib (NULL) pada form Audit Trail.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0582|Staff Pajak|Sebagai Staff Pajak, saya mencoba menghapus Audit Trail yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0583|Manajer Keuangan|Sebagai Manajer Keuangan, saya memasukkan angka ekstrem/negatif pada field nominal di Audit Trail.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0584|Staff Pembelian|Sebagai Staff Pembelian dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Super Admin.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0585|Kasir|Sebagai Kasir, saya mencoba menyisipkan data duplikat untuk Super Admin yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data Super Admin Sudah Ada".|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0586|Staff Pembelian|Sebagai Staff Pembelian, saya mengosongkan kolom wajib (NULL) pada form Super Admin.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0587|Direktur|Sebagai Direktur, saya mencoba menghapus Audit Trail yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0588|Staff Pembelian|Sebagai Staff Pembelian, saya memasukkan angka ekstrem/negatif pada field nominal di Buka Periode.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0589|Staff Pembelian|Sebagai Staff Pembelian dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Super Admin.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0590|Staff Gudang|Sebagai Staff Gudang, saya mencoba menyisipkan data duplikat untuk Revisi Audit yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data Revisi Audit Sudah Ada".|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0591|Kasir|Sebagai Kasir, saya mengosongkan kolom wajib (NULL) pada form Audit Trail.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0592|Admin IT|Sebagai Admin IT, saya mencoba menghapus Super Admin yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0593|Staff Pembelian|Sebagai Staff Pembelian, saya memasukkan angka ekstrem/negatif pada field nominal di Revisi Audit.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0594|Auditor|Sebagai Auditor dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Audit Trail.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0595|Direktur|Sebagai Direktur, saya mencoba menyisipkan data duplikat untuk Audit Trail yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data Audit Trail Sudah Ada".|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0596|Admin IT|Sebagai Admin IT, saya mengosongkan kolom wajib (NULL) pada form Buka Kunci.|Sistem MENCEGAH penyimpanan dan menyorot kolom wajib tersebut dengan warna merah.|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0597|Direktur|Sebagai Direktur, saya mencoba menghapus Audit Trail yang sudah memiliki riwayat transaksi/jurnal.|Sistem MENOLAK penghapusan untuk menjaga integritas data relasional.|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0598|Staff Pajak|Sebagai Staff Pajak, saya memasukkan angka ekstrem/negatif pada field nominal di Revisi Audit.|Sistem MEMBLOKIR angka tidak masuk akal tersebut dengan validasi batas limit.|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0599|Auditor|Sebagai Auditor dengan hak akses terbatas, saya mencoba memaksa masuk ke menu setting Buka Periode.|Sistem me-redirect saya ke halaman peringatan "Access Denied".|Negative
12|Jurnal - Buka Kunci Transaksi|SCN-0600|Akuntan|Sebagai Akuntan, saya mencoba menyisipkan data duplikat untuk Audit Trail yang sudah ada.|Sistem MENOLAK operasi dan memunculkan peringatan "Data Audit Trail Sudah Ada".|Negative
13|Jurnal - Jenis Jurnal|SCN-0601|Akuntan|Sebagai Akuntan, saya ingin mengekspor/mencetak dokumen Jenis Kas Masuk ke format PDF/CSV.|Sistem mengunduh file Jenis Kas Masuk yang dapat dibaca jelas tanpa format yang rusak.|Positive
13|Jurnal - Jenis Jurnal|SCN-0602|Direktur|Sebagai Direktur, saya memfilter tabel Jurnal - Jenis Jurnal menggunakan parameter Prefix Jurnal.|Sistem hanya menampilkan baris data yang relevan dengan Prefix Jurnal.|Positive
13|Jurnal - Jenis Jurnal|SCN-0603|Staff Pembelian|Sebagai Staff Pembelian, saya melakukan klik pada Format ID untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Format ID sesuai otorisasi saya.|Positive
13|Jurnal - Jenis Jurnal|SCN-0604|Direktur|Sebagai Direktur, saya memperbarui data Prefix Jurnal yang sudah ada di modul Jurnal - Jenis Jurnal.|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
13|Jurnal - Jenis Jurnal|SCN-0605|Auditor|Sebagai Auditor, saya memfilter Prefix Jurnal untuk memastikan integrasi data berjalan normal.|Sistem berhasil memproses Prefix Jurnal tanpa error dan data tersimpan ke database.|Positive
13|Jurnal - Jenis Jurnal|SCN-0606|Staff Pembelian|Sebagai Staff Pembelian, saya ingin mengekspor/mencetak dokumen Auto Numbering ke format PDF/CSV.|Sistem mengunduh file Auto Numbering yang dapat dibaca jelas tanpa format yang rusak.|Positive
13|Jurnal - Jenis Jurnal|SCN-0607|Staff Gudang|Sebagai Staff Gudang, saya memfilter tabel Jurnal - Jenis Jurnal menggunakan parameter Prefix Jurnal.|Sistem hanya menampilkan baris data yang relevan dengan Prefix Jurnal.|Positive
13|Jurnal - Jenis Jurnal|SCN-0608|Direktur|Sebagai Direktur, saya melakukan klik pada Format ID untuk melihat detail rinciannya.|Sistem memunculkan informasi rinci mengenai Format ID sesuai otorisasi saya.|Positive
13|Jurnal - Jenis Jurnal|SCN-0609|Staff Pembelian|Sebagai Staff Pembelian, saya memperbarui data Jenis Kas Masuk yang sudah ada di modul Jurnal - Jenis Jurnal.|Data berhasil diperbarui dan histori perubahan tercatat di sistem.|Positive
